	A-ID	BIOLOGY1	BIOLOGY2	BIOLOGY_prac	CHEMISTRY1	CHEMISTRY2	CHEMISTRY_prac	ENGLISH1	ENGLISH2	ISLAMIYAT1	ISLAMIYAT2	MATHEMATICS1	MATHEMATICS2	PAKSTUDIES1	PAKSTUDIES2	PHYSICS1	PHYSICS2	PHYSICS_prac	URDU1	URDU2
632	807585		 12	 28		 14	 26	 10	 12	 17	 27	 16	 20		 35	 22	 21	 19	 25	 27
635	807592	 24	 30	 27		 35	 24	 26	 25	 17	 27		 26	 20	 36	 21	 26	 18	 38	 31
636	807594	 41	 28	 26		 34	 25	 34		 25	 33	 11	 22	 17	 35	 29	 31	 23	 39	 39
638	807599	 27	 11	 27	 10	 27	 24	 13	 16	 19	 27		 17	 17	 42	 23	 22	 25	 48	 44
640	807602	 22	 14	 25	 10	 34	 29	 41	 25	 31	 40	 25	 17	 17	 38	 20	 38	 24	 41	 45
906	807931	 27	 14	 24	 32	 11	 22	 30	 12	 33	 36	 26	 13	 24	 37	 29	 14	 20	 39	 42
909	807938	 23	 22		 32	 12	 22	 29	 13		 17		 44	 23	 12	 24		 17	 30	 17
986	808134	 20	 11	 23	 20	 14	 26	 34	 27	 36	 20	 20	 25	 25	 23	 23	 15	 21	 39	 32
988	808137	 16		 22	 24	 16	 16	 32	 33	 22	 19		 25	 21	 21	 15		 19	 35	 28
1015	808182		 12	 26	 24	 15	 23	 31	 25	 37	 34	 49	 38	 31	 26	 28	 22	 22	 31	 28
1020	808188			 24	 30	 20	 23	 34	 25	 35	 11	 27	 17	 29	 26	 32	 12	 19	 30	 40
1024	808199	 20		 23	 26	 20	 21	 25	 22	 33	 32	 29	 34	 30	 28	 27	 33	 23	 33	 41
1026	808201		 10	 23	 20	 12	 22	 29	 18	 32	 23	 17	 15	 20	 21	 20	 11		 31	 35
1027	808203	 30	 10	 24	 22	 20	 20	 40	 12	 37	 32	 20	 14	 31	 21	 29	 20	 18	 49	 42
1042	808225	 32	 23	 27	 20	 27	 22	 32	 14	 34	 35	 27	 13	 31	 32	 27	 20	 21	 46	 46
1043	808231	 11	 11	 24	 31	 41	 25	 32	 25	 31	 33	 29	 25	 27	 30	 30	 23	 21	 29	 29
1045	808240	 20		 24		 13	 27	 25		 37	 35	 25	 26	 19	 23	 21	 25	 23	 41	 30
1047	808246		 10	 25	 20		 20	 22	 11	 30	 29	 12		 28	 12	 23		 19	 34	 37
1048	808247		 12	 25	 27	 13	 19	 25	 11	 19	 27	 31	 14	 22	 17	 23	 23	 21	 31	 31
1049	808248	 23	 20	 22	 12	 21	 23	 29	 28	 39	 36	 20	 25	 27	 21	 23	 20	 24	 36	 32
1050	808249	 28	 16	 27	 20	 21	 22	 37	 31	 46	 36	 25		 29	 21	 25	 10	 22	 31	 32
1051	808252	 22	 15	 23		 22	 22	 25	 35	 44	 42	 25	 18	 20	 21	 22	 15	 22	 36	 46
1053	808257	 24	 20	 24	 25	 22	 22	 25	 18	 37	 44	 26	 32	 34	 31	 22	 11	 21	 49	 44
1054	808258	 16	 20	 27	 24	 11	 22	 30	 14	 35	 29	 20		 34	 31	 30		 22	 37	 34
1055	808259	 16	 20	 25	 21	 15	 23	 25	 13	 28	 13	 26	 20	 22	 24	 39		 22	 32	 28
1056	808266	 13	 10	 25	 23		 22	 40	 21	 37	 33	 43	 26	 24	 27	 22	 20	 22	 38	 45
1075	808301	 14		 26	 29	 22	 22	 29	 27	 28	 37	 25	 17	 29	 30	 30	 24	 22	 33	 43
1076	808308	 21	 15	 22	 13	 20	 19	 29	 12	 24	 34	 16	 19	 22	 32	 21	 23	 20	 34	 48
1077	808309	 22	 13	 26	 24	 20	 23	 29		 26	 34	 25	 19	 25	 31	 11	 20		 43	 45
1078	808310	 10		 25	 20	 14	 23	 25	 10	 23	 33	 13		 19	 22	 22	 21		 25	 37
1079	808311	 24		 24	 13	 22	 24	 25		 27	 33	 11		 17	 32	 20	 12	 21	 32	 52
1081	808320	 26	 11	 24	 21	 20	 19	 14		 17	 28	 25	 17	 26	 25	 20	 21	 21	 39	 47
1082	808328	 30	 11	 26		 12	 25	 35	 18	 37	 29	 31	 10	 27	 23	 26		 21	 31	 46
1083	808331	 15		 29	 20	 12	 29	 37	 29	 31	 34	 34	 33	 26	 18	 32	 17	 29	 31	 48
1084	808332			 25			 21	 26	 13	 28	 21	 15	 17	 33	 28	 29		 18	 29	 49
1085	808334			 25	 23		 21	 26	 11	 32	 21	 10	 25	 17	 17	 32		 21	 30	 46
1086	808335	 32	 23	 26	 22	 10	 22	 39	 26	 32	 28	 35	 32	 38	 36	 27		 21	 48	 61
1087	808336	 10		 25	 28		 22	 41	 30	 38	 25	 27	 47	 33	 28	 26	 11	 23	 36	 50
1088	808337	 15	 10	 29	 39		 29	 54	 32	 29	 23	 26	 44	 32	 27	 32	 24	 22	 32	 46
1090	808351	 26	 16		 14	 15		 35	 40	 36	 32		 30	 21	 25	 13	 26		 40	 37
1091	808353	 12	 11	 26	 28		 16	 16	 18	 23	 24	 29	 35	 22	 17	 28	 14	 23	 39	 37
1092	808354			 26	 21		 25	 29	 20	 26	 34		 28	 28	 29	 32	 16	 23	 31	 40
1093	808362		 10	 28	 15	 27	 27	 25	 34	 30	 35	 19	 55	 25	 24	 23	 20	 24	 25	 32
1095	808389	 10	 12	 24	 20	 24	 25	 39	 25	 25	 33	 25	 49	 18	 26	 22	 23	 23	 31	 50
1096	808391	 23	 11	 23		 24	 26	 31	 18	 28	 40	 25	 37	 24	 29	 20	 23	 23	 38	 57
1097	808399			 22	 20	 20	 24	 42		 38	 36		 27	 18		 11	 20	 20	 31	 32
1098	808401	 22	 14	 24		 20	 24	 43		 39	 30	 17	 31	 25	 26	 26	 16	 22	 28	 48
1099	808402	 28	 20	 24	 31	 29	 23	 30	 10	 39	 35	 19	 27	 29	 27	 36	 21	 23	 40	 40
1100	808403	 20	 10	 22	 25	 27	 24	 25		 39	 32	 14	 31	 17	 24	 25	 27	 22	 36	 33
1107	808411			 25	 33	 23	 22	 43	 17	 39	 32		 25	 34	 20	 40	 17	 26	 47	 50
1108	808413	 26	 13	 25	 28	 28	 26	 25	 12	 40	 34	 20	 32	 30	 36	 37	 29	 23	 40	 58
1109	808414	 10	 20	 25		 22	 25	 30	 17	 40	 37	 10	 32	 20	 22	 29	 23	 23	 36	 56
1110	808422	 20	 31	 27	 20	 20	 27	 31	 38	 39	 35		 39	 17	 11	 10	 16	 22	 35	 44
1114	808441	 24	 20	 26	 11	 23	 24	 44	 16	 25	 26	 13	 53	 24	 18	 20	 10	 22	 34	 38
1115	808443	 24	 28	 24	 26	 34	 28	 25	 12	 45	 43	 25	 46	 27	 28	 30		 23	 27	 51
1116	808444	 20	 27	 24	 22	 28	 26	 17		 42	 43	 15	 47	 29	 28	 32	 11	 23	 31	 51
1117	808445	 21	 27	 24	 20	 36	 26	 25	 13	 40	 44	 25	 50	 23	 31	 32	 21	 24	 33	 57
1786	809445			 27		 12	 17	 26	 16	 32	 40	 28	 30	 18	 30	 20	 15	 28	 34	 40
1794	809468	 12		 24	 15	 15	 16	 27	 29	 29	 41	 37	 44	 22	 31	 29	 24	 26	 37	 50
1797	809473		 22	 21	 25	 20	 16	 38	 33	 35	 42	 29	 14	 28	 32	 26	 20	 25	 37	 41
2090	809971	 29	 21	 22	 20	 29	 16	 30	 35	 27	 37	 17	 15	 19	 30	 22	 34	 21	 35	 37
2127	810054	 21	 13	 27	 30	 20	 28	 52	 37	 38	 37	 17	 25	 21	 26	 22	 25	 20	 50	 45
2133	810074	 20	 14	 27		 27	 23	 25	 25	 21	 34	 16	 44	 28	 25	 30	 22	 21	 30	 44
2140	810088		 10	 26	 20	 20	 24	 27	 10	 19	 25		 26	 17	 17	 15	 13	 26	 25	 30
2141	810092	 23		 25		 17	 24	 34	 25	 23	 31		 30	 17	 10		 23	 24	 37	 30
2142	810094	 21	 10	 26	 13	 22	 23	 25	 13	 18	 34	 10	 32	 22	 29	 21	 20	 24	 28	 38
2145	810101	 16	 13	 26	 21	 16	 23	 19	 11	 25	 24	 10	 26	 19	 24	 23	 14	 22	 36	 31
2150	810111	 29	 35	 26		 28	 24	 31	 29	 27	 35	 17	 28	 30	 33	 30	 23	 26	 42	 54
2155	810119		 13	 24	 20	 13	 23	 26	 25	 17	 29		 18	 17	 21	 26	 11	 22	 27	 38
2184	810182	 24	 21	 28		 20	 24	 25	 40	 23	 37	 15	 26	 22	 28	 21	 20	 24	 36	 44
2199	810216	 12	 10	 22	 25	 21	 19	 15	 13	 27	 36	 31	 31	 25	 28	 29	 14	 19	 40	 36
2204	810225	 24	 16	 19	 23	 26	 21	 25	 26	 21	 33	 18	 16	 25	 29	 28	 29	 18	 38	 36
2207	810230	 20		 20	 23	 12	 20	 28		 34			 16	 28	 17	 32		 19	 36	 21
2208	810229	 20		 19	 35	 27	 21	 34	 35	 33	 23	 34	 28	 18	 27	 23	 16	 20	 50	 33
2212	810236	 20	 14	 24	 29	 24	 21	 17		 41	 35	 13	 29	 26	 24	 35	 20	 21	 42	 45
3049	811622	 22	 25	 25	 20	 28	 13	 28	 20	 39	 35		 14	 23	 31	 24	 11	 19	 35	 33
3161	811777	 16	 11	 29	 27	 13	 20	 21	 35	 23	 31	 12	 26	 23	 33	 20	 12	 21	 31	 44
3164	811783	 20		 28	 23	 16	 20	 27	 54	 31	 37		 20	 20	 40	 20	 27	 21	 36	 53
3288	811964	 22	 23	 20		 21	 23		 21	 25	 17		 18	 12	 26		 20	 11	 27	 35
3329	812016	 15						 14	 25	 21	 25	 12		 17	 20				 40	 37
3360	812057	 21	 15	 15	 13		 13	 25	 30	 20	 11		 16	 20	 21	 17	 14	 11	 32	 13
3374	812090	 25		 22	 23	 12	 22	 20	 27	 24	 18	 18	 34	 20	 36	 26	 23	 16	 44	 40
3379	812099	 11		 14	 11		 20	 25	 18	 19	 18			 17	 27			 13	 29	 31
3386	812107	 32	 20	 24	 12	 24	 18	 25	 27	 27	 32	 18	 14	 22	 31	 26	 27	 11	 43	 42
3417	812154	 12	 16	 27		 21	 20	 39	 47	 21	 34	 29	 45	 29	 38	 22	 36	 11	 52	 52
3502	812258	 12		 13	 22	 21	 14	 48	 30	 46	 32	 12	 38	 19	 32	 20	 30	 20	 35	 47
3508	812265	 31	 25	 11	 26	 24	 11	 29		 32	 26	 27	 49	 24	 29	 32	 27	 14	 29	 34
3511	812268		 22	 14	 20	 10	 13	 36	 30	 43	 25	 10	 30	 19	 29	 28	 25	 17	 41	 41
3512	812271	 23	 21	 13	 22		 12	 37	 25	 44	 18	 34	 46	 10	 28	 20	 12	 22	 36	 35
3515	812274	 22	 20	 13	 27	 32	 17	 37	 31	 38	 33		 26	 34	 34	 41	 33	 22	 39	 48
3580	812383		 14	 25			 24	 25	 35	 37	 18	 12	 15	 26	 12	 12		 24	 34	 31
3918	812917	 20	 16	 15	 23	 20	 26	 25	 14	 34	 24	 26	 28	 27	 21	 34	 15	 23	 30	 37
3937	812951	 14		 26	 20	 10	 22	 38	 26	 38	 26	 34		 10	 31	 20	 17	 22	 28	 32
3949	812971	 20	 17	 26		 15	 22	 40	 34	 34	 38	 14	 20	 19	 32	 20	 21	 22	 37	 46
3958	812988	 24	 12	 25	 11		 23	 32	 19	 34	 28	 12	 16	 17	 24	 20	 16	 21	 40	 32
3960	812996	 21	 15	 20	 30	 11	 23	 18		 27	 27	 12	 32	 23	 22	 20	 20	 21	 44	 34
3962	813002	 28	 13	 22	 21	 20	 23	 15	 11	 29	 24	 10	 27	 32	 23		 21	 24	 35	 28
3963	813005	 27	 20	 22	 28	 12	 25	 16	 20	 29	 31	 37		 32	 26		 27	 20	 39	 32
3966	813011	 25	 14	 20	 20	 11	 24	 17		 27	 21	 25	 25	 19	 23	 16	 20	 19	 39	 25
3969	813026	 20	 27	 26	 25	 13	 22	 46	 25	 44	 40	 25	 18	 24	 30	 12	 22	 22	 48	 43
3970	813030	 21	 20	 27	 21	 12	 22	 37	 20	 43	 43	 15	 20	 22	 33	 23	 24	 21	 44	 44
3971	813031	 31	 21	 16	 35		 21	 29	 11	 38	 28	 25	 17	 28	 20	 20	 10	 19	 32	 40
3972	813032	 20		 28	 24	 12	 26	 32	 10	 22	 20	 38	 20	 22	 18	 33	 20	 27	 25	 38
3974	813049	 10	 15	 14		 21	 21	 25	 27	 35	 23	 25	 34	 27	 21	 12	 28	 22	 41	 34
3976	813051	 20	 26	 12	 23	 22	 20	 20	 15	 34	 21	 28	 52	 29	 20	 22	 33	 23	 42	 44
4002	813103	 20	 12	 19	 20	 14	 26	 17		 23	 19	 16	 32	 27	 19		 32	 21	 35	 37
4003	813107	 20	 13	 22	 24		 28	 19		 35	 26	 27	 25	 28	 23	 20	 20	 19	 36	 42
4004	813108	 28	 15	 18	 28	 13	 24	 25	 18	 30	 30	 11	 20	 35	 17	 21	 23	 20	 40	 48
4014	813118			 16	 25	 15	 24	 25	 26	 45	 32	 31	 30	 28	 35	 38	 25	 19	 39	 51
4023	813133	 10	 15	 16	 26	 22	 26	 14	 28	 46	 26	 14	 26	 27	 27	 30	 34	 23	 27	 32
4043	813162	 11	 20	 20	 36	 12	 27	 26	 30	 43	 33	 30	 17	 31	 30	 41	 30	 22	 36	 43
4065	813209	 25	 26	 16	 40	 36	 14	 19	 19	 40	 35	 28	 40	 31	 31	 42	 41	 11	 50	 52
4068	813212		 21	 25	 22	 20	 12	 16	 12	 27	 18		 30	 17	 17	 32	 31	 13	 34	 30
4098	813278	 11	 15	 22	 21	 31	 24	 21	 15	 25	 31	 20	 49	 17	 26	 33	 37	 11	 34	 35
4101	813287		 21	 19	 27	 27	 19	 18		 38	 28	 27	 58	 13	 24	 43	 31	 15	 30	 48
4109	813300	 26	 30	 23	 27	 22	 23	 20	 17	 34	 29	 32	 46	 23	 30	 31	 48	 11	 54	 42
4120	813323		 16	 17	 20	 22	 23	 25	 13	 24	 43	 18	 41	 13	 30	 20	 34	 11	 43	 48
4166	813384	 15	 20	 25		 11	 15	 25	 25	 28	 26	 28	 28	 21	 34	 24	 20	 13	 49	 37
4167	813387	 20	 17	 24		 16	 15	 25	 32	 34	 23	 25	 28	 20	 29	 28	 15	 11	 42	 47
4181	813418	 20	 13	 25	 23		 17	 38	 30	 30	 24	 12	 26	 22	 29	 37	 28	 11	 40	 45
4196	813477			 26	 11		 17	 35	 37	 37	 29	 18	 11	 19	 18	 28		 12	 47	 46
4206	813496	 23	 22	 23	 29	 16	 17	 18	 16	 20	 35	 38	 25	 17	 26	 26	 10	 10	 34	 25
4220	813524	 20	 15	 24	 20	 25	 18	 27	 25	 40	 46	 28	 16	 19	 13	 40	 20	 18	 49	 48
4221	813526	 21	 20	 23		 15	 14	 25	 20	 38	 32	 20	 25	 17	 17	 34		 17	 33	 41
4261	813667			 20	 23	 10	 15	 31	 14	 31	 29	 16	 30	 17	 29	 27	 16	 20	 39	 28
4291	813713		 14		 13	 13	 12		 10	 17		 12	 19	 24			 17	 20	 25	
4331	813774		 20	 12	 20	 27	 13	 25	 34	 32	 22	 25	 25	 28	 22	 30	 16	 20	 26	 20
4335	813780			 11		 20	 15		 18	 35	 28	 15	 12			 13		 21	 25	 12
4362	813819	 12	 11	 11	 14	 26	 12	 20	 20	 25	 24	 25	 38	 20	 30	 26	 14	 18	 37	 37
4364	813821	 10	 16	 13	 17	 22	 12	 25	 30	 22	 23	 25	 33	 22	 29	 31	 17	 21	 30	 25
4475	814087	 20		 24	 21		 13	 25	 25	 27	 17	 34		 18	 17	 38		 13	 28	 19
4697	814518	 32		 29	 21	 15	 26	 31	 29	 42	 28	 25	 15	 36	 36	 32	 16	 24	 59	 36
4729	814567	 27	 25	 27	 22	 34	 24	 14	 17	 28	 45	 30	 34	 17	 37	 35	 21	 20	 36	 41
4738	814591	 29	 26	 23	 32		 24	 28		 39	 31	 40	 16	 43	 34	 37	 29	 20	 54	 43
4741	814597	 24	 20	 25	 20	 16	 26	 16	 11	 40	 35	 10	 12	 18	 26	 22	 14	 21	 34	 35
4744	814606		 16	 23	 36		 20	 39	 13	 40	 35	 25	 33	 42	 20	 41	 10	 28	 53	 44
4873	814804		 13	 26	 28	 12	 24	 27	 20	 43	 32	 41	 29	 29	 30	 28	 23	 14	 45	 17
4893	814842		 15	 25	 25	 23	 26	 30	 17	 45	 38	 21	 37	 19	 34	 25	 30	 20	 43	 25
4896	814857	 20		 29		 20	 27	 51	 25	 42	 38	 40	 20	 17	 27	 20	 13	 20	 44	 32
4899	814869	 22	 12	 29	 13	 22	 25	 31	 20	 32	 32	 18	 28	 17	 26	 36	 24	 26	 39	 17
4902	814874	 24	 11	 25	 10	 16	 24	 25	 13	 36	 33	 16	 13	 20	 35	 41	 20	 25	 35	 29
4907	814880	 20	 15	 28	 13	 20	 27	 32	 11	 36	 37		 27	 17	 27		 20	 20	 35	 18
4908	814882	 11	 12	 24	 36	 20	 26	 28	 12	 38	 35	 29	 29	 27	 19	 37	 14	 23	 49	 30
4909	814886	 35	 12	 25	 32	 15	 26	 46	 14	 37	 34	 49	 32	 27	 27	 42	 24		 51	 34
4913	814900	 21	 12	 29	 14	 20	 25	 25	 25	 33	 32	 17	 25	 22	 34	 36	 10	 26	 43	 39
4914	814901	 20	 15	 28	 20	 23	 23	 25	 13	 41	 28	 27	 25	 20	 34	 41	 24	 18	 45	 28
4915	814903	 20	 12	 29	 23	 13	 25	 49	 25	 40	 36	 39	 15	 20	 27	 49	 11	 22	 50	 36
4924	814919		 11	 26	 22	 16	 27	 10		 44	 34	 38		 21	 25	 26	 20	 23	 41	 26
4929	814929	 20		 26	 20	 12	 25	 19	 13	 40	 27	 48	 52	 22	 35	 33	 24	 18	 46	 20
4930	814930	 11	 14	 26	 28	 20	 24	 29	 33	 42	 24	 48	 47	 33	 26	 35	 28	 13	 46	 26
4938	814962	 21	 12	 28	 22	 26	 27	 26	 15	 40	 39	 12	 28	 17	 32	 20	 25	 19	 40	 27
4939	814964	 20		 26	 11	 20	 22		 11	 25	 31	 25	 31	 17	 27	 23	 14	 19	 32	 26
4946	814988	 11		 29	 20	 23	 28	 27	 20	 33	 41	 27	 14	 25	 32	 27	 20	 20	 34	 18
5138	815294	 20	 20			 26		 25	 25	 35	 40	 13	 42	 18	 39	 25	 13		 50	 39
5377	815673	 28	 24	 28	 22	 12	 20	 25	 15	 42	 37	 27	 52	 26	 36	 26	 26	 27	 51	 42
5403	815713	 33	 30	 26	 33	 30	 19	 25	 12	 43	 35	 25	 50	 31	 37	 39	 35	 26	 52	 48
5410	815725	 20	 23	 25	 21	 24	 18	 28		 25	 30	 25	 32	 27	 35	 24	 20	 28	 37	 50
5479	815838	 30	 21	 25	 20	 11	 11	 25		 21	 27	 25	 38	 17	 31	 20	 32	 26	 44	 26
5480	815845	 25	 28	 23	 30	 17	 14	 25		 17	 23	 19	 27	 20	 38	 26	 20	 27	 35	 40
5494	815875	 21	 30	 25	 28	 15	 10	 25		 20	 21	 15	 27	 17	 35	 22	 31	 29	 40	 38
5796	816318		 10	 19	 25	 15	 18	 47	 10	 18			 10	 28	 17	 29			 37	
5803	816344	 13	 15	 28	 36		 26	 25	 21	 27	 29	 25	 31	 19	 37	 31	 20	 19	 30	 32
5804	816345		 17	 21	 33			 30	 15	 25	 26		 16	 35	 37	 32	 13	 16	 34	 29
5805	816374	 14	 12	 25		 17	 24	 28	 14	 35	 30	 16	 25	 30	 32	 20	 11	 17	 42	 25
5806	816386	 22	 20	 22	 13	 25	 23	 25	 14	 26	 30		 30	 36	 43	 20	 15	 19	 43	 34
5808	816405	 15	 15	 22	 27	 16	 23	 28	 12	 20	 29		 35	 17	 28	 25	 18	 14	 34	 38
5809	816424	 48	 36	 20	 20	 33	 22	 48	 17	 32	 32		 33	 35	 38	 49	 12	 13	 26	 38
5826	816544	 20	 23	 23	 27	 12	 28	 52	 13	 17	 14	 11	 36	 30	 25	 27		 17	 27	 30
5828	816546	 22	 15	 23	 20		 23	 44	 12	 35	 13		 32	 17	 24	 22		 11	 34	 13
5844	816588	 22	 16	 23	 28	 20	 20	 44	 19	 29	 26		 39	 30	 27	 30		 12	 28	 12
5845	816590	 20	 20	 21	 28	 23	 18	 51	 25	 27	 22		 40	 27	 31	 29		 10	 42	 26
5869	816680	 20		 13	 32	 32	 16	 33	 25	 26	 32	 36	 40	 14	 27	 41	 26	 27	 49	 25
5870	816684	 20		 15	 29	 30	 13	 48	 27	 32	 31	 35	 47	 18	 26	 41	 30	 28	 50	 34
5871	816692	 31		 13	 45	 40	 19	 15	 28	 40	 33	 45	 43	 24	 26	 50	 31	 24	 40	 40
5872	816696	 25		 14	 47	 42	 15		 39	 41	 32	 39	 53	 30	 27	 50	 33	 20	 26	 38
5873	816737	 20		 12	 26	 24	 15		 20	 22	 26	 28	 30	 21	 19	 24	 37	 25	 43	 25
5874	816788	 24		 13	 43	 20	 14	 39	 18	 33	 32	 36	 40	 11	 22	 44	 27	 19	 39	 37
5875	816789	 23		 13	 54	 20	 12	 28	 14	 28	 21	 30	 34	 13	 18	 44		 22	 42	 15
5877	816791	 28		 14	 43	 22	 20	 15	 25	 45	 25	 36	 40	 31	 30	 55	 20	 22	 28	 35
5878	816792	 25		 13	 43	 20	 21	 16	 16	 37	 31	 28	 38	 34	 29	 52	 10	 23	 27	 35
5879	816793	 26		 13	 49	 25	 15	 15	 31	 34	 37	 38	 34	 29	 28	 51	 16	 24	 27	 42
5880	816794	 16		 15	 26	 11	 20	 11	 25	 30	 17	 12	 18	 19	 17	 49	 19	 21	 14	 21
5881	816795	 23		 14	 36	 24	 13		 16	 40	 32	 30	 38	 22	 25	 51	 15	 23		 34
5882	816796	 29		 13	 30	 17	 12		 19	 42	 20	 25	 29	 27	 20	 54		 20	 26	 32
5883	816797			 12	 36	 10	 12			 25	 17		 11		 19	 27		 19		
5885	816799	 14		 12	 33	 21	 18			 25	 19	 16	 25	 17		 31		 18	 15	
6122	817339	 31	 14	 19	 23		 22	 25	 35	 40	 28	 29		 39	 30	 22	 20	 23	 46	 21
6123	817341	 30	 26	 22	 38	 28	 24	 41	 36	 29	 39	 20	 15	 43	 27	 21	 21	 24	 53	 39
6125	817353	 26	 24	 21	 24	 13	 23	 19	 26	 30	 27	 25	 26	 32	 26	 39	 20	 27	 31	 10
6128	817365	 20	 26	 27	 32	 20	 26	 21	 20	 48	 38	 18		 36	 25	 22	 20	 23	 58	 40
6146	817449	 27	 20	 22	 41		 17	 21	 21	 27	 41	 25	 19	 26	 25	 31	 18	 27	 47	 38
6161	817523	 15	 10	 19	 24	 14	 20	 38	 25	 44	 29	 25	 38	 22	 26	 10	 10	 22	 41	 36
6162	817524	 13	 13	 19	 29	 12	 21	 41	 47	 38	 30	 41	 32	 22	 25	 43	 20	 28	 42	 47
6169	817563	 20	 12	 23	 23		 22	 25	 33	 25	 32	 26	 35	 33	 28	 21	 20	 28	 41	 41
6576	818317	 15	 27	 16		 20	 18	 35	 30	 22	 43	 15	 34	 26	 33	 20	 21	 12	 37	 43
6577	818318	 40	 21	 28			 23	 40	 32	 37	 45	 16	 21	 34	 38	 35	 18	 27	 64	 48
6589	818362	 25	 31	 19	 20	 29	 18	 25	 27	 17	 41	 14	 36	 34	 33	 12	 12	 24	 29	 44
6635	818492	 12		 18		 29	 13	 25	 20	 28	 35	 21	 34	 19	 33	 11	 20	 21	 25	 29
6657	818541	 20	 10	 19	 20	 21	 22	 30	 25	 45	 39	 31	 10	 35	 34	 32	 20	 19	 59	 50
6662	818547	 20	 12	 15	 13	 11	 23	 32	 15	 42	 36	 25	 26	 35	 35	 21	 21	 20	 44	 43
6663	818549	 14		 13		 11	 23	 26	 16	 40	 29	 28	 13	 27	 33	 21	 22	 20	 32	 38
6667	818556	 20		 12	 20	 11	 21	 26	 12	 20	 17	 17		 10		 47	 11	 14	 11	 17
6668	818557	 21	 10	 21	 22	 25	 19	 32	 27	 47	 39	 16	 11	 40	 19	 22	 23	 16	 49	 43
6670	818559	 13	 11	 15		 20	 28	 27	 20	 28	 39	 31	 19	 25	 27	 30	 24	 18	 34	 42
6672	818561	 10	 14	 18		 16	 17	 32	 18	 45	 33	 37	 11	 26	 26	 29	 20	 12	 36	 35
6673	818563	 16	 20	 22	 20	 10	 18	 25	 12	 45	 12	 25		 41		 24	 11	 14	 40	 37
6674	818564	 20		 18	 11	 15	 23	 25	 15	 18	 40	 25	 20	 25	 23	 31	 11	 18	 25	 38
6676	818566	 12	 10	 22		 15	 18	 30	 25	 47	 27	 26	 15	 30	 18	 20	 20	 12	 37	 37
6678	818568	 11		 15		 20	 24	 27	 10	 24	 29	 18	 12	 30	 19	 22	 11	 15	 20	 34
6679	818569	 16	 22	 12		 25	 22	 31	 12	 45	 32	 25	 25	 33	 22	 28	 38	 14	 41	 40
6682	818576		 11	 12		 15	 24	 28	 13	 45	 32	 31	 26	 39	 24	 28	 14	 15	 46	 38
6685	818590	 27	 11	 19	 20	 20	 23	 29	 15	 41	 42	 28	 10	 39	 19	 29	 20	 19	 48	 49
6686	818593	 11	 10	 16			 23	 17	 17	 31	 33		 11	 32	 21	 23	 20	 13	 37	 33
6813	818822	 31	 21	 19	 20	 14	 19		 19	 20	 40	 57	 42	 25	 39	 27		 21	 33	 42
6894	819034	 36	 25	 28	 46	 24	 26	 42	 45	 34	 45	 16	 35	 40		 40	 35	 22	 63	 46
7184	819547	 21	 13	 20	 30	 14	 14	 26	 32	 33	 36	 15	 29	 33	 31	 39	 25	 21	 25	 26
7186	819561	 11	 10	 11	 20		 12	 14	 26	 13	 30	 18	 25	 20	 11	 22		 17	 29	 25
7206	819720		 25	 19	 20	 27	 23	 15	 11	 41	 41	 30	 11	 24	 27	 20	 22	 20	 39	 37
7214	819758	 20	 44	 22	 20	 16	 25	 25	 16	 37	 28	 32	 26	 28	 30	 45	 22	 24	 49	 28
7238	819809		 11	 14	 16	 20	 21	 38	 25	 34	 40	 25	 25	 23	 32	 28	 20	 21	 39	 48
7282	819932	 39	 20	 23	 38	 13	 24	 26	 18	 44	 29	 28	 12	 27	 28	 36	 27	 20	 46	 58
7317	820101	 20		 28	 25	 11	 20	 10	 21	 28	 29	 25	 25	 27	 37	 37	 10	 17	 38	 33
7340	820191	 31	 20	 24	 21	 25	 18	 30	 17	 28	 32	 18	 18	 27	 30	 29	 13	 26	 40	 31
7344	820254	 27	 24	 24	 32	 23	 19	 29	 40	 28	 27	 25		 17	 37	 27	 27	 22	 44	 49
7345	820257	 21	 26	 23	 41	 30	 21	 39	 39	 45	 40	 25	 11	 35	 39	 32	 31	 21	 45	 49
7351	820282	 22	 11	 21	 16	 14	 19	 18	 25	 31	 24	 31	 18	 18	 38	 28	 30	 22	 27	 40
7353	820289	 10		 27	 33	 15	 18	 27	 25	 23	 28	 26	 36	 26	 41	 29	 11	 27	 34	 39
7354	820290	 27	 15	 17	 29	 17	 18	 15	 18	 40	 28	 18	 17	 21	 40	 29	 20	 23	 29	 34
7360	820298	 21	 12	 22	 20	 33	 23	 32	 13	 43	 39	 57	 45	 31	 31	 26	 33	 21	 50	 55
7429	820383	 27		 25	 20	 12	 23	 25	 25	 34	 12	 47	 16	 28	 22	 38		 21	 37	 17
7545	820656	 23	 10	 26	 20	 13	 23	 18	 11	 30	 26	 29	 33	 26	 36	 28	 23	 24	 31	 43
7548	820663	 20		 26	 24	 28	 25	 34	 30	 37	 43	 25	 20	 36	 35	 23	 27	 25	 53	 44
7553	820722	 21		 25	 16	 10	 20	 17		 23	 20	 19	 14	 17	 30	 27	 22	 25	 27	 29
7561	820777			 27	 24	 12	 21	 11		 27	 26	 13	 27	 25	 22	 11	 15	 24	 40	 44
7565	820782	 10		 22	 27	 20	 20	 20	 18	 29	 33	 15	 42	 26	 31	 20	 37	 24	 43	 55
